_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4d7bc8e6b1a815d464ecf0"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,7.84E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,20.9162Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bcde6b1a815d464ecf2"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00287128mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,32.8075Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bd7e6b1a815d464ecf4"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.30E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,15.6712Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bdce6b1a815d464ecf6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.67E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,16.0776Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7be1e6b1a815d464ecf8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.29E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,17.3662Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7be5e6b1a815d464ecfa"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,8.86E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,14.3233Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7beae6b1a815d464ecfc"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.95E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.1268Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7befe6b1a815d464ecfe"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.09E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,14.7901Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bf4e6b1a815d464ed00"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,3.94E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.5986Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bf9e6b1a815d464ed02"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,5.22E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,13.4345Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bfee6b1a815d464ed04"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.13E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,15.274Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c03e6b1a815d464ed06"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.23E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.4367Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c08e6b1a815d464ed08"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,6.56E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,24.2167Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c0de6b1a815d464ed0a"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.99E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,16.7093Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c12e6b1a815d464ed0c"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.97E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.9301Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c16e6b1a815d464ed0e"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.23E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,13.1792Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c1be6b1a815d464ed10"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,6.68E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,13.872Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c25e6b1a815d464ed12"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,6.97E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,16.9034Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c2ae6b1a815d464ed14"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.59E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,14.3869Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c2fe6b1a815d464ed16"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.30E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,17.9757Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c34e6b1a815d464ed18"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.21E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.472Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c39e6b1a815d464ed1a"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,9.95E-6mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.0914Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c3ee6b1a815d464ed1c"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,7.16E-6mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,11.5069Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c42e6b1a815d464ed1e"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,5.01E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,15.9857Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c47e6b1a815d464ed20"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.07E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,19.3639Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c4ce6b1a815d464ed22"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.92E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,13.4351Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c51e6b1a815d464ed24"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,9.01E-6mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,11.8683Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c56e6b1a815d464ed26"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,3.27E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,15.1207Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c5be6b1a815d464ed28"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,3.39E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,21.3882Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c60e6b1a815d464ed2a"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,8.16E-6mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,11.6492Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c65e6b1a815d464ed2c"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.35E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,13.9452Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c6ae6b1a815d464ed2e"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.63E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<210>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,12.9429Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c74e6b1a815d464ed30"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,7.66E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<100>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,20.9542Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c78e6b1a815d464ed32"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.83E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<100>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,19.2093Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c7de6b1a815d464ed34"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00182612mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<100>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,28.9916Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c82e6b1a815d464ed36"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,5.89E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<100>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,20.1905Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7c87e6b1a815d464ed38"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00182135mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,<100>,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,27.7454Mpa√m,,,,,,,,,,,,,,,,,,
