_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4c973ce6b1a81674aab679"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0105695mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,61.2994Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9746e6b1a81674aab67b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0030759mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,52.7736Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c974be6b1a81674aab67d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00349104mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,54.2917Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9750e6b1a81674aab67f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00271013mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,54.2706Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9756e6b1a81674aab681"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00338228mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,55.059Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c975be6b1a81674aab683"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00262569mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,52.023Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c975fe6b1a81674aab685"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00435688mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,54.6938Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9764e6b1a81674aab687"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00238785mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,51.6505Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9769e6b1a81674aab689"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.0030759mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,53.9003Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c976ee6b1a81674aab68b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00383877mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,55.4588Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9773e6b1a81674aab68d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00317481mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,53.5247Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9778e6b1a81674aab68f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00174mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,53.4755Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c977de6b1a81674aab691"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00317481mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,54.2838Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9782e6b1a81674aab693"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00383877mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,53.9185Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9787e6b1a81674aab695"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00224138mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,51.6455Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c978be6b1a81674aab697"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00210389mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,55.7994Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9795e6b1a81674aab699"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00119015mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,48.0873Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c979ae6b1a81674aab69b"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00122842mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,46.7541Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c979fe6b1a81674aab69d"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00153309mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,49.4802Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97a4e6b1a81674aab69f"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00148532mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,46.7676Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97a9e6b1a81674aab6a1"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00197484mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,51.2731Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97aee6b1a81674aab6a3"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00262569mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,50.9356Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97b3e6b1a81674aab6a5"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00224138mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,49.1615Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97b8e6b1a81674aab6a7"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00185371mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,48.46Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97bce6b1a81674aab6a9"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00163327mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,47.4378Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97c1e6b1a81674aab6ab"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00210389mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,49.854Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97c6e6b1a81674aab6ad"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00111715mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,47.4103Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97cbe6b1a81674aab6af"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00224138mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,50.2111Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97d1e6b1a81674aab6b1"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00174mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,46.1248Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97d5e6b1a81674aab6b3"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00148532mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,51.2508Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97dae6b1a81674aab6b5"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00191332mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,49.8467Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97e4e6b1a81674aab6b7"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,8.95E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,45.4336Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97e9e6b1a81674aab6b9"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00122842mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,43.883Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97eee6b1a81674aab6bb"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00122842mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,45.7768Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97f3e6b1a81674aab6bd"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00108234mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,43.261Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c97fee6b1a81674aab6bf"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00111715mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,44.4989Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9803e6b1a81674aab6c1"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,6.52E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,40.573Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9808e6b1a81674aab6c3"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,7.40E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,40.2961Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c980de6b1a81674aab6c5"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,7.17E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,42.6292Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9812e6b1a81674aab6c7"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,9.84E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,42.9512Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9817e6b1a81674aab6c9"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00101595mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,41.1763Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c981ce6b1a81674aab6cb"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,0.00104862mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,40.8894Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9821e6b1a81674aab6cd"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,6.73E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,41.734Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4c9826e6b1a81674aab6cf"")",,0.42,,0.03,,18.3,Balance,3,5.17,53.2wt.%,0.12,,1,,,,,,,,8.40E-4mm/cycle,,,,,,"Chang M, Au P, Terada T, et al. Damage Tolerance of Alloy 718 Turbine Disc Material[J]. Et Al, 1992.",10.11961/mater0203.MGI.20171221.ds.0036,张瑞杰,摘录,黄淋,2018/1/9,,,718,,,3℃/min,1h,1032℃,,4h,843℃,3℃/min,1h,926℃,1.6℃/min,8h,718℃,8h,621℃,,,41.4552Mpa/m,,,525℃,,,,,,,,,,,,,,,,,,,,,
