"_id","Al","Co","Cr","Hf","Mo","Ni","Re","Ru","Ta","Ti","W","力学性能/蠕变速率","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","热处理/升温速率","热处理/热处理温度","热处理/第一段时间","热处理/第一段温度","热处理/第三段时间","热处理/第三段温度","热处理/第二段时间","热处理/第二段温度","热处理/第四段时间","热处理/第四段温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","蠕变实验/压力","蠕变实验/应变","蠕变实验/晶向","蠕变实验/温度","蠕变实验/真空度","蠕变测试/γ相尺寸","蠕变测试/压力","蠕变测试/塑性蠕变应变","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/测试压力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变应变","蠕变测试/蠕变温度","蠕变测试/试样厚度"
"ObjectId(""5b4d4293e6b1a819a85d9755"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.69E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0258517034068136%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4298e6b1a819a85d9757"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.45E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0207414829659319%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d429de6b1a819a85d9759"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.14E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0143286573146293%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42a1e6b1a819a85d975b"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.40E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0321643286573146%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42abe6b1a819a85d975d"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.54E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00240480961923848%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42b0e6b1a819a85d975f"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.75E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00551102204408818%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42b5e6b1a819a85d9761"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","6.21E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00721442885771543%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42bae6b1a819a85d9763"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.50E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0132264529058116%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42bfe6b1a819a85d9765"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.53E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.006312625250501%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42c7e6b1a819a85d9767"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.53E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0032064128256513%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42cce6b1a819a85d9769"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.14E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0110220440881764%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42d1e6b1a819a85d976b"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.54E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00911823647294589%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42d6e6b1a819a85d976d"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.75E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00400801603206413%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42dae6b1a819a85d976f"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","6.21E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00280561122244489%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42dfe6b1a819a85d9771"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.14E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00200400801603206%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42e4e6b1a819a85d9773"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.25E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00781563126252505%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42e9e6b1a819a85d9775"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","6.21E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00470941883767535%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42eee6b1a819a85d9777"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.83E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.00991983967935872%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42f3e6b1a819a85d9779"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.50E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"200Mpa","0.04989979959919840.0120240480961924%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d42fde6b1a819a85d977b"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.93E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.025250501002004%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4302e6b1a819a85d977d"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.90E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.04989979959919840.000601202404809619%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4307e6b1a819a85d977f"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.34E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.042685370741483%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d430be6b1a819a85d9781"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","9.50E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0346693386773547%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4310e6b1a819a85d9783"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.51E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.04989979959919840.00100200400801603%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4315e6b1a819a85d9785"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.57E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0453907815631263%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d431ae6b1a819a85d9787"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","8.14E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0324649298597194%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d431fe6b1a819a85d9789"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.06E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0498997995991984%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4324e6b1a819a85d978b"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.20E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.04989979959919840.00150300601202405%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4329e6b1a819a85d978d"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.11E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0370741482965932%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d432ee6b1a819a85d978f"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.90E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0476953907815631%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4333e6b1a819a85d9791"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.20E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0394789579158317%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4338e6b1a819a85d9793"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","7.25E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0299599198396794%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d433de6b1a819a85d9795"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.31E-7s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.04989979959919840.000200400801603206%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4341e6b1a819a85d9797"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.98E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0274549098196393%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d434be6b1a819a85d9799"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.17E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00531062124248497%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4350e6b1a819a85d979b"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","5.90E-9s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.00711422845691383%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4355e6b1a819a85d979d"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.38E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0124248496993988%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d435ae6b1a819a85d979f"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","3.48E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0206412825651303%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d435fe6b1a819a85d97a1"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","1.88E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0145290581162325%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4364e6b1a819a85d97a3"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","4.06E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0227454909819639%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
"ObjectId(""5b4d4369e6b1a819a85d97a5"")","5.2wt.%","8.7","7.4","1.4","0.6","60.9",,,"3.3","0.9","11.6","2.37E-8s^(-1)","","Bensch M, Fleischmann E, Konrad C H, et al. Secondary Creep of Thin‐Walled Specimens Affected by Oxidation[M]// Superalloys 2012. 2012:387-394.","10.11961/mater0203.MGI.20171221.ds.0029","尹海清","摘录","杨国强","2018-01-08","M247ox-56%(M247LC SX氧化处理)","1℃/min",,"2h","1230℃","4h","1080℃","2h","1280℃","20h","870℃",,,,,"150Mpa","0.0168336673346693%","10°-<001>","980℃","2*10^(-7)mbar",,,,,,,,,,,,
