Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.31E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,5.44E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.61E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.68E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.23E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,5.44E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,8.67E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,5.66E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.66E-8s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.18E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,150Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.12E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.39E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.67E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,6.29E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.83E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.45E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.27E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.91E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.19E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.96E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.49E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.93E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.34E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.39E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.15E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.15E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.03E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.98E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,8.79E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.14E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.57E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.69E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.14E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.45E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.87E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.34E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.90E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.45E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0497995991983968%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.49E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.69E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.59E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0350701402805611%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.39E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0411823647294589%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.96E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0468937875752003%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.53E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0427855711422846%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,4.28E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0483967935871744%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.02E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0382765531062124%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.80E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0365731462925852%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.14E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0398797595190381%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.96E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0453907815631263%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.06E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,3.81E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0440881763527054%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.29E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0193386773547094%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.63E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0228456913827655%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0333667334669339%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.63E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0218436873747495%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.20E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0182364729458918%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.22E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.030561122244489%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.69E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0240480961923848%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.11E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0167334669338677%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.06E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0288577154308617%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.03E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0155310621242485%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.98E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0276553106212425%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.69E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0258517034068136%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,1.45E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0207414829659319%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.14E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0143286573146293%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,2.40E-7s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0321643286573146%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.54E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00240480961923848%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.75E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00551102204408818%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,6.21E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00721442885771543%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.50E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0132264529058116%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.53E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.006312625250501%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.53E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0032064128256513%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.14E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.0110220440881764%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,7.54E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00911823647294589%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,5.75E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00400801603206413%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,6.21E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00280561122244489%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
5.2wt.%,8.7,7.4,1.4,0.6,60.9,,,3.3,0.9,11.6,9.14E-8s^(-1),M247ox-56%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04989979959919840.00200400801603206%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
