Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
6.2,8,7,0.2,2,61.6wt.%,3,,7,,5,6.39E-71/s,René N5,,,,,,,,,,,,,,,,,,,,,,,,16°[001],,,,300Mpa,0.01%,980℃,0.2mm
6.2,8,7,0.2,2,61.6wt.%,3,,7,,5,4.99E-71/s,René N5,,,,,,,,,,,,,,,,,,,,,,,,16°[001],,,,300Mpa,0.00%,980℃,0.2mm
6.2,8,7,0.2,2,61.6wt.%,3,,7,,5,6.08E-71/s,René N5,,,,,,,,,,,,,,,,,,,,,,,,16°[001],,,,300Mpa,0.00%,980℃,0.2mm
6.2,8,7,0.2,2,61.6wt.%,3,,7,,5,9.52E-71/s,René N5,,,,,,,,,,,,,,,,,,,,,,,,16°[001],,,,300Mpa,0.00%,980℃,0.2mm
6.2,8,7,0.2,2,61.6wt.%,3,,7,,5,1.42E-61/s,René N5,,,,,,,,,,,,,,,,,,,,,,,,16°[001],,,,300Mpa,0.00%,980℃,0.2mm
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.380s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,362.59nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.547s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,355.396nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.689s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,325.18nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.529s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,284.892nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.034s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,369.784nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.398s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,407.194nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.808s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.382s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,228.777nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.367s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,382.734nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.058s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,405.755nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.102s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,389.928nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.519s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,535.252nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.091s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,284.892nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,0,1.6,3.9,,-6.217s-1(log),alloy Re,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,489.209nm,,,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.022s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.009s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.875s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.089s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.915s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.942s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.955s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.036s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.808s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.888s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.076s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.902s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.848s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.982s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.862s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.170s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.223s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.263s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.129s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.304s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.304s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.384s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.330s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.330s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.196s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.397s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.277s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.129s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.330s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.290s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.929s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.420s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.888s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.929s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.143s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.902s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.969s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.728s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.009s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.103s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.263s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.875s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.942s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.183s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.223s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,357nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.344s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.156s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.397s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.036s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.384s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.103s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.076s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.143s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.062s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.062s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.384s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.237s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.277s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.344s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.076s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.451s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.504s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.384s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.411s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-4.871s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.545s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.518s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.478s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.491s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.478s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.00%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.504s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.531s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.504s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.518s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.531s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,257nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.049s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.062s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.397s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.036s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.170s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.371s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.129s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.210s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.304s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-5.996s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.04%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.196s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.250s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.103s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.330s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.129s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.03%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.625s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.598s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.585s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.464s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.02%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.625s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.692s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.01%,,,137Mpa,1100℃,,,,,
4.9wt.%,4.1,8.2,,2.5,68.8,3,3,1.6,3.9,,-6.397s-1(log),alloy ReRu,,1100℃,,,,,,,,,4h,1100℃,24h,850℃,,,,,,321nm,,0.01%,,,137Mpa,1100℃,,,,,
